smiles,TPSA,ROTB,AROM
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3(F)[C@@H](O)C[C@@]21C,74.6,1,0
CCCCCCCCCC(=O)N[O-],52.16,8,0
CN(C)CCOc1ccccc1Cc1ccccc1.Nc1ccc(C(=O)O)c(O)c1,96.02000000000001,7,3
FC(F)(F)c1ccccc1Cl,0.0,0,1
ClCCBr,0.0,1,0
O=C(O)c1cccc(Cl)c1,37.3,1,1
O=C(O)c1ccccc1Cl,37.3,1,1
O=C(O)c1ccc(Cl)cc1,37.3,1,1
FC(F)(F)c1cccc(Cl)c1,0.0,0,1
CC(=O)Oc1cccc(C)c1,26.3,1,1
C1COCCO1,18.46,0,0
Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,106.51000000000002,2,1
COC(=O)C(C)(C)C,26.3,0,0
Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],86.28,2,1
CC(Br)C(=O)O,37.3,1,0
Brc1ccc(Oc2ccccc2)cc1,9.23,2,2
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,78.89,5,2
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,196.21999999999997,16,0
CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,78.75999999999999,4,0
CCCCCCCCCCC(=O)O,37.3,9,0
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,49.33,3,2
COc1nc(NC(C)C)nc(NC(C)C)n1,71.96000000000001,5,1
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,75.63,7,2
Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,0.0,2,2
CC(=O)CCc1ccccc1,17.07,3,1
CCO[C@@H]1O[C@H](C(COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,66.38000000000001,13,3
Cc1ccc(N)cc1C,26.02,0,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,95.94000000000001,9,1
COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,84.86,6,2
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,100.19,5,2
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,32.7,4,1
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,71.06,9,0
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,88.13000000000001,9,0
O=c1ccc(=O)[nH][nH]1,65.72,0,1
S=C([S-])NCCNC(=S)[S-].[Mn+2],24.06,3,0
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,118.35999999999999,2,1
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,29.540000000000003,2,1
O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1,179.37,8,4
Cc1ccccc1S(=O)(=O)[O-],57.2,1,1
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,93.06000000000002,6,1
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],89.52,7,1
C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,41.489999999999995,0,0
OC[C@@H](O)C(O)[C@H](O)CO,101.15,4,0
C=C(C)C(=O)NCCC[N+](C)(C)C,29.1,5,0
Oc1ccc(Cl)c2cccnc12,33.120000000000005,0,2
CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O,89.9,3,1
COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,87.21000000000001,5,3
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,37.38,1,0
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,37.38,3,0
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,58.56,9,1
O=C1CCCCCN1,29.1,0,0
CNC(=O)Oc1cccc2ccccc12,38.33,1,2
NC(=O)Nc1ccc([As](=O)(O)O)cc1,112.65,2,1
NC(=O)NNc1ccccc1,67.15,2,1
NNC(N)=O,81.13999999999999,0,0
CNC(=O)Oc1cccc2c1OC(C)(C)C2,47.56,1,1
c1ccc2c(c1)[nH]c1ccccc12,15.79,0,3
N#CC(c1ccccc1)c1ccccc1,23.79,2,2
O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,123.0,9,5
COc1cc(S(=O)(=O)Nc2ccccc2)c(OC)cc1N,90.65,5,2
O=C(O)c1cc(I)cc(I)c1I,37.3,1,1
O=C(CC(=O)C(F)(F)F)c1ccccc1,34.14,3,1
O=C1CCCc2c1cc1ccc3cccc4ccc2c1c34,17.07,0,4
O=Cc1cc(O)ccc1Br,37.3,1,1
CCn1cc[n+](C)c1C.F[B-](F)(F)F,8.809999999999999,1,1
OCCCCCCCCCCCCBr,20.23,11,0
COS(=O)(=O)C(F)(F)F,43.370000000000005,1,0
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O,199.98,11,0
Cc1ccc2cc(C)ccc2c1,0.0,0,2
CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,40.46,2,2
CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,69.03999999999999,7,2
Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,55.89000000000001,2,2
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],129.37,3,1
CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N,101.66999999999999,2,1
CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,152.3,11,0
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,40.8,0,4
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,52.650000000000006,6,2
O=c1[nH]oc2c1CCNC2,58.03,0,1
CC(COCCO)OCCO,58.92,7,0
CCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,57.2,8,1
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,17.07,5,0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1,17.07,5,0
Oc1cc2ccccc2c2ccccc12,20.23,0,3
O=Nc1ccc(O)cc1,49.66,1,1
O=[N+]([O-])c1cc(I)c(O)c(I)c1,63.370000000000005,1,1
N#CCC(=O)NN,78.91,1,0
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,90.06,5,2
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1,140.88,5,3
O=C(OCCc1ccccc1)c1ccccc1,26.3,4,2
OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,88.38000000000001,2,0
Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,84.32,2,1
O=S(=O)([O-])c1cc(O)c2c(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)[O-])cccc34)cc(S(=O)(=O)[O-])cc2c1,228.57999999999998,7,5
CC(C)CCCCCCc1ccc(OCCOCCO)cc1,38.69,13,1
OCC#CCO,40.46,0,0
CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21,55.040000000000006,2,1
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,70.0,2,1
O=C(O)C(Br)CBr,37.3,2,0
CCN1C[C@@]2(COC)[C@H]3[C@@H](OC)[C@H]4C1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@@H](OC)[C@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,153.45,9,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,111.00999999999999,10,3
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,46.17,9,0
N#CSCSc1nc2ccccc2s1,36.68,3,2
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],86.3,4,0
Clc1ccc(C(Cl)(Cl)Cl)cc1,0.0,0,1
CCCCCCCCS(=O)(=O)[O-],57.2,7,0
Cc1ccc(/N=N/c2c(O)c(C(=O)[O-])cc3ccccc23)c(S(=O)(=O)[O-])c1,142.28,4,3
CCc1cccc(C)c1N,26.02,1,1
O=C([O-])CS,40.129999999999995,1,0
CC(C)OB(OC(C)C)OC(C)C,27.69,6,0
C[C@]12C(=O)OC(=O)[C@H]1[C@H]1C=C[C@@H]2C1,43.370000000000005,0,0
CC(C)CCCCCOC(=O)CS,26.3,7,0
CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,40.58,7,3
O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,50.19,1,2
CCC(O)OCC(C)OC(O)CC,58.92,7,0
COc1ccc(/C=N/NC(=O)c2ccncc2)cc1OC,72.81,5,2
C=CC(=O)OCCC(=O)O,63.60000000000001,4,0
CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,67.78999999999999,10,1
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],104.97,7,2
CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,49.410000000000004,2,1
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,145.81,7,2
O=C1C=CC(=O)O1,43.370000000000005,0,0
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,63.68,4,0
C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-].C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-],155.02,14,4
CC(C)NCC(O)c1ccc2ccccc2c1,32.26,4,2
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,6.48,3,2
Nc1ccc2cc3ccc(N)cc3nc2c1,64.93,0,3
CNNCc1ccc(C(=O)NC(C)C)cc1,53.16,5,1
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,62.730000000000004,4,1
O=S1(=O)CCCO1,43.370000000000005,0,0
CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Zn+2],80.25999999999999,10,0
C=CCON/C(CCC)=C1\C(=O)CC(C)(C)C(C(=O)OC)=C1[O-],87.69,7,0
CC(=O)/C=C/C1C(C)=CCC(C)C1(C)C,17.07,2,0
O=S(=O)([O-])SSS(=O)(=O)[O-],114.4,3,0
CCCCCCCCCCCC(=O)OCC,26.3,11,0
C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C,0.0,0,0
CCCCOC(=O)C(C)CC,26.3,5,0
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,103.30000000000003,37,0
COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1,84.07999999999998,3,3
Nc1c(S(=O)(=O)O)cc(Br)c2c1C(=O)c1ccccc1C2=O,114.53,1,2
Cc1cc(Cl)c(C)cc1Cl,0.0,0,1
Clc1nc(C(Cl)(Cl)Cl)c(Cl)c(Cl)c1Cl,12.89,0,1
O=S(=O)(O)c1cc(O)c2ccc(Nc3ccccc3)cc2c1,86.63000000000001,3,3
C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C,52.6,6,0
CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=O)C1,87.03999999999999,2,1
CC(C)CC(C)N(c1ccccc1)c1ccc(N)cc1,29.259999999999998,5,2
OCC1(CO)COCOC1,58.92,2,0
O=S(=O)(O)c1ccc2ccccc2c1,54.370000000000005,1,2
Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,86.18,2,2
CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1,69.97,2,1
Nc1ccc(C(=O)OCCCOC(=O)c2ccc(N)cc2)cc1,104.64,6,2
CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,101.60000000000001,15,0
Clc1ccc(Cl)c(Cl)c1Cl,0.0,0,1
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,118.35999999999999,3,2
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,49.769999999999996,8,2
CCC1(CC)C(=O)NC(=O)NC1=O,75.27000000000001,2,0
C[C@H]1[C@H](NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,201.57999999999998,7,1
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,225.5,10,2
O=C(O)c1ccc(C(=O)O)cc1,74.6,2,1
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,40.46,2,2
BrCC(Br)(Br)Br,0.0,0,0
BrC(Br)C(Br)Br,0.0,1,0
O=C1OC(=O)c2c(Br)c(Br)c(Br)c(Br)c21,43.370000000000005,0,1
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,81.69999999999999,4,2
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,103.35,3,1
C=CC(=C)CCC=C(C)C,0.0,4,0
C=CCc1cc(OC)c2c(c1)OCO2,27.69,3,1
Nc1ccc(N)c2ccccc12,52.04,0,2
CS(C)=O,17.07,0,0
CO,20.23,0,0
CCCO,20.23,1,0
CNC(=O)OCC[N+](C)(C)C,38.33,3,0
c1ccc2cc(CC3=NCCN3)ccc2c1,24.39,2,2
C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,12.03,0,2
CC1(C)CCC(NC(=O)[C@@H](N)CCC(=O)O)CC1,92.42,5,0
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,29.46,12,1
CC[N+](CC)(CC)CCOc1ccc(/C=C/c2ccccc2)cc1,9.23,9,2
Cc1cccc(C)c1OCC(C)N,35.25,3,1
COc1ccc(OC)c(C(O)C(C)N)c1,64.71,4,1
Nc1ccc(Cc2ccc(N)cc2)cc1,52.04,2,2
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,9.72,4,2
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,54.12,4,2
CC(=O)OCc1ccco1,39.44,2,1
OCc1ccco1,33.370000000000005,1,1
O=C(c1ccc(O)cc1)c1ccc(O)cc1,57.53,2,2
CN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,49.769999999999996,4,2
COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,65.82,6,3
CC1=NNC(=O)N(/N=C/c2cccnc2)C1,69.95,2,1
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)[C@@H](C)C[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,161.20999999999998,12,0
COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,59.080000000000005,4,1
c1ccc(CNc2[nH]cnc3ncnc2-3)cc1,66.49000000000001,3,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-],129.67000000000002,5,1
C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21,12.96,8,4
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C.O=S(=O)(O)c1ccc2ccccc2c1,83.91,9,4
CCN(CCCc1ccccc1)CCCc1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,135.37,14,2
Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,52.16,3,2
CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,125.08,6,8
COc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(C)CC3,12.47,1,1
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,48.39,6,3
CCN(CC)c1ccc(N=Nc2ccc(S(=O)(=O)N(C)C)cc2)c(S(=O)(=O)NCC[n+]2ccccc2)c1,115.38999999999999,12,3
CC[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)C[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,94.45,1,0
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@@H]2CC[C@H](N(C)C)[C@@H](C)O2)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O,195.37999999999997,11,0
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,6.48,0,0
C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,100.59,3,2
O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1,35.580000000000005,4,2
CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1,127.82000000000001,13,1
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,52.60000000000001,15,0
N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1,41.61,2,2
O=C([O-])c1ccccc1Nc1cc(Cl)ccc1C(=O)[O-],92.28999999999999,4,2
CCCCCCCCN(C)C,3.24,7,0
Oc1ccc2ccccc2c1,20.23,0,2
CCCCCCCCCCCC(=O)N(C)CC(=O)[O-],60.44,12,0
CCC(C)CO,20.23,2,0
Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO)O1,99.08000000000001,2,2
O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,60.27,2,2
O=C(OCC1(COC(=O)c2cccnc2)CCCC(COC(=O)c2cccnc2)(COC(=O)c2cccnc2)C1O)c1cccnc1,176.99,12,4
CN1CSC(=S)N(C)C1,6.48,0,0
O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,47.03,1,3
CCOC(=O)OC1=C(c2cc(C)ccc2C)C(=O)NC12CCC(OC)CC2,73.86,4,1
[O-]c1cc(Cl)c(Cl)cc1Cl,23.06,0,1
CCCCCC/C=C\CCCCCCCC(=O)O,37.3,13,0
C=C(C)[C@@H]1CC=C(C=O)CC1,17.07,2,0
COc1ccc(C(C)=O)cc1,26.3,2,1
COc1cc(Cl)ccc1Cl,9.23,1,1
CC(=O)CC(=O)N(C)C,37.38,2,0
Cc1cccc(C)c1NC(=O)CN1CCCCCC1,32.34,3,1
Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,17.82,2,3
C[C@@H](Cc1ccccc1)N(C)C,3.24,3,1
O=C(CN1CCNCC1)NC1CCCCC1,44.370000000000005,3,0
CCCCNCC(O)c1ccc(O)cc1,52.489999999999995,6,1
CC(Cc1ccccc1)NCc1ccccc1Cl,12.03,5,2
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F,73.86,5,1
CCCCCCCCCCCSCC(=O)O,37.3,12,0
COC(CC(C)CCCC(C)(C)O)OC,38.69,8,0
Oc1ccc2c(c1)-c1ccccc1C2,20.23,0,2
COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,59.75,4,2
CO/C=C(/C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1,57.650000000000006,6,2
C=CC(C)(O)CC/C=C(/C)CCC=C(C)C,20.23,7,0
CCOC(=O)CC1(C)OCC(C)O1,44.760000000000005,3,0
O=C(O)CCCCC1CCSS1,37.3,5,0
COC(=O)CC(C(C)=O)C(=O)OC,69.67,4,0
CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,20.310000000000002,3,1
CC1CCC(C(C)CS)CC1S,0.0,2,0
C=CC(C)(O)CCC=C(C)C,20.23,4,0
C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1N,52.32,6,1
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,37.3,14,0
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,37.3,13,0
COCCC#N,33.019999999999996,2,0
O=C(O)CCSSCCC(=O)O,74.6,7,0
CCCC[n+]1ccccc1,3.88,3,1
CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,58.4,7,2
CSc1ccc(C=O)cc1,17.07,2,1
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],129.42000000000002,3,1
CNC(=S)N(C)C,15.27,0,0
CCCOCCC,9.23,4,0
CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,18.46,7,1
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,18.46,4,2
CSC(C)(C)/C=N\O,32.59,2,0
N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,81.72,0,1
Cc1ccc2ccccc2n1,12.89,0,2
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,27.69,6,1
N#CCCCl,23.79,1,0
ClCBr,0.0,0,0
O=C([O-])C(=O)[O-].[Ca+2],80.25999999999999,0,0
C=CC(C)(C)C,0.0,0,0
CCc1cccc(CC)c1N,26.02,2,1
O=C([O-])c1ccccc1,40.129999999999995,1,1
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0.0,0,4
c1ccc2cc3c(ccc4ccccc43)cc2c1,0.0,0,4
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,85.25,4,2
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,66.48,1,1
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0.0,0,6
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,0.0,0,4
CCCCCCCCCCCCCCCC[N+](C)(C)C,0.0,15,0
Cc1ccc(C)c(S(=O)(=O)[O-])c1,57.2,1,1
O=C(C(Cl)Cl)N1CCOC12CCCCC2,29.540000000000003,1,0
CC1=CC(C)C(C=O)CC1,17.07,1,0
Br[Ca]Br,0.0,0,0
CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,105.2,9,0
CC(C)c1cccc(O)c1,20.23,1,1
NCCN,52.04,1,0
CCC(C)(C)C1CCCCC1OC(C)=O,26.3,3,0
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,20.23,6,0
COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,73.18,14,2
COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,40.800000000000004,4,3
CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],66.43,10,0
CCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,66.01,5,1
C[n+]1ccn(CCO)c1,29.04,2,1
CCCCCCCCn1cc[n+](C)c1,8.809999999999999,7,1
C[C@@H]([C@H](O)c1ccccc1)N(C)C,23.47,3,1
OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O,133.75,2,2
Cc1ccc(C(C)C)cc2c(C)ccc1-2,0.0,1,0
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,198.37999999999997,2,4
CN(C)N,29.259999999999998,0,0
CN(C)C=O,20.310000000000002,1,0
CN(C)C(=O)Cl,20.310000000000002,0,0
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,0.0,0,4
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,54.040000000000006,3,2
c1ccc2nc(N3CCNCC3)ccc2c1,28.160000000000004,1,2
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,83.58,10,1
Nc1nc2ccc(OC(F)(F)F)cc2s1,48.14,1,2
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,64.16,4,3
C1COC(NC(C2CC2)C2CC2)=N1,33.62,3,0
CCCN(CCC)CCc1cccc2c1CC(=O)N2,32.34,7,1
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,74.27,9,2
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,37.3,0,0
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,37.3,0,1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,60.69,0,1
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,46.61,2,1
CC(C)(C)CC(C)(C)c1ccc(O)cc1,20.23,2,1
C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,57.53,14,1
CC(=O)NC(Cc1ccccc1)C(=O)O,66.4,4,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,37.3,0,0
C#CC(O)(/C=C\Cl)CC,20.23,2,0
CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1,74.68,5,1
CCC1(C)CC(=O)NC1=O,46.17,1,0
BrCCCCCCBr,0.0,5,0
O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,114.36999999999998,0,2
CC(C)CC(=O)C1C(=O)c2ccccc2C1=O,51.21,3,1
O=C([O-])c1cc2cc(Cc3cccnc3)ccc2o1,66.16,3,3
NC(=O)Nc1ccccc1,55.120000000000005,1,1
